"Gene","PhastCons30_median","PhyloP100_median","PhyloP447_median","GTEX_max","ENCODE_max","Gene_Type","Gene_group","PC1","PC2","PC3","PC4","PC5"
"RNU6-812P",0.0109999999403954,-0.229000002145767,-0.0140000004321337,1,0,"Pseudogene","RNU6",0.870166994629002,-0.0967458805967903,0.0377386180311758,-0.279256856380978,0.261158518150733
"RNU6-813P",0.00700000021606683,-0.138999998569489,-0.358000010251999,3,0,"Pseudogene","RNU6",1.18734688045601,0.147102949275819,0.0473904391042236,-0.208326522697338,-0.302521642579725
"RNU6-815P",0.0370000004768372,0.214000001549721,0.453999996185303,0,0,"Pseudogene","RNU6",-0.211864618668357,-0.146214399857248,0.0192661609837398,0.233313119901757,0.564202490117432
"RNU6-816P",0.0020000000949949,-0.203999996185303,0.126000002026558,0,0,"Pseudogene","RNU6",0.717193878556294,-0.142066760510755,0.0349792677320107,-0.190545088077125,0.479147090185737
"RNU6-817P",0.00499999988824129,-0.261000007390976,0.0430000014603138,15,0,"Pseudogene","RNU6",0.858859918014985,-0.132386903285461,0.0373083876401045,-0.286530236119919,0.38758378784224
"RNU6-818P",0.0359999984502792,0.284000009298325,0.033500000834465,0,0,"Pseudogene","RNU6",0.202443496902695,0.121857811890943,0.0306836407420291,0.25584926824266,-0.10836913835294
"RNU6-819P",0.0209999997168779,-0.151999995112419,0.157000005245209,1,0,"Pseudogene","RNU6",0.559327711529435,-0.1635521375448,0.0313095362824367,-0.197690347013097,0.430618176415127
"RNU6-81P",0.0199999995529652,0.26800000667572,-0.028999999165535,0,0,"Pseudogene","RNU6",0.348785575301768,0.175399626350481,0.0346627301584778,0.289960378443009,-0.141365686476819
"RNU6-820P",0.0529999993741512,0.291999995708466,-0.0240000002086162,7,0,"Pseudogene","RNU6",0.197876543964544,0.127876366838621,0.0300032938947,0.188319798763432,-0.251055523260045
"RNU6-821P",0.00300000002607703,-0.0555000007152557,0.171000003814697,3,0,"Pseudogene","RNU6",0.510763818222386,-0.0838395605089519,0.0329679636811665,-0.00613018536517379,0.437814214836017
"RNU6-822P",0.00800000037997961,0.30799999833107,-0.0120000001043081,2,0,"Pseudogene","RNU6",0.332362690928909,0.210786435827773,0.0356755055378001,0.389101344532927,-0.10785539999527
"RNU6-823P",0.0280000008642673,0.0610000006854534,0.12899999320507,11,0,"Pseudogene","RNU6",0.348776035031722,-0.0392190617269361,0.0302904485925883,0.029503726315642,0.216890472416958
"RNU6-824P",0.0209999997168779,-0.0989999994635582,0.0480000004172325,6,0,"Pseudogene","RNU6",0.630143465214964,-0.0740300727695475,0.0341397849808003,-0.150683180425633,0.230966673215038
"RNU6-826P",0.00849999999627471,0.30799999833107,0.0245000002905726,1,0,"Pseudogene","RNU6",0.288741171894537,0.190034208180148,0.0345878341060379,0.39300600664524,-0.0550887800336871
"RNU6-827P",0.0189999993890524,0.217999994754791,0.421000003814697,6,0,"Pseudogene","RNU6",-0.112573953236064,-0.0926879886215229,0.0226904699644407,0.304040174548565,0.567268270030254
"RNU6-828P",0.361000001430511,0.30799999833107,-0.0649999976158142,21,0,"Pseudogene","RNU6",-0.896793529047479,-0.394319690233676,-0.0107801355633032,-1.02439975551263,-1.25992173283638
"RNU6-829P",0.185500003397465,0.214000001549721,0.0149999996647239,1,0,"Pseudogene","RNU6",-0.25117937933826,-0.177215100099121,0.0111271549416681,-0.427138081013663,-0.54103117356046
"RNU6-82P",0.00600000005215406,-0.168999999761581,0.00700000021606683,2,17.18,"Pseudogene","RNU6",0.803277303232372,-0.0650140379641645,0.0374128193755077,-0.182796108082507,0.265088463523296
"RNU6-830P",0.0020000000949949,0.29899999499321,0.0040000001899898,1,0,"Pseudogene","RNU6",0.345132002140486,0.207737395910483,0.0360807637406521,0.404587728167593,-0.0594392700213578
"RNU6-831P",0.0209999997168779,0.30799999833107,0.046000000089407,3,0,"Pseudogene","RNU6",0.218382610351667,0.156221318481385,0.0323149719217816,0.346571417160594,-0.0610293740901546
"RNU6-832P",0.0640000030398369,0.30799999833107,0.0379999987781048,1,0,"Pseudogene","RNU6",0.0705670961636278,0.0826257516355405,0.0266436411314658,0.174483541542439,-0.203852319367374
"RNU6-833P",0.129999995231628,0.160999998450279,0.275000005960464,25,0,"Pseudogene","RNU6",-0.293292708078738,-0.243211606625221,0.0120737849561961,-0.231712769768142,0.05351180258494
"RNU6-834P",0.0740000009536743,0.214000001549721,0.693000018596649,13,0,"Pseudogene","RNU6",-0.621319329677701,-0.339689680675136,0.00779215694565125,0.123238501889374,0.807956181342445
"RNU6-835P",0.0130000002682209,-0.123999997973442,0.0865000002086163,0,0,"Pseudogene","RNU6",0.640879009930021,-0.0954660388809722,0.0342059805409177,-0.142817068451019,0.330098610407452
"RNU6-836P",0.181999996304512,0.0520000010728836,0.0810000002384186,1,0,"Pseudogene","RNU6",-0.149184451344975,-0.297910582074779,0.0105173838004168,-0.600666213560951,-0.317151770446978
"RNU6-837P",0.0020000000949949,0.130499996244907,0.0235000001266599,1,0,"Pseudogene","RNU6",0.494246242180407,0.102135988089591,0.0363054171914473,0.201794077240488,0.089188261437832
"RNU6-838P",0.0345000009983778,0.306500002741814,0.0370000004768372,3,0,"Pseudogene","RNU6",0.180916599183035,0.135872863520319,0.0307281872031089,0.289627822763211,-0.114435224784357
"RNU6-839P",0.387999996542931,-0.0245000002905726,0.00500000023748725,0,0,"Pseudogene","RNU6",-0.736588650038182,-0.671908237402137,-0.0151575604044246,-1.52524557857776,-1.0027791704292
"RNU6-83P",0.025000000372529,-0.0279999999329448,0.0480000004172325,4,0,"Pseudogene","RNU6",0.543352625284538,-0.0415138278432309,0.0332472818583587,-0.0796706150005196,0.168313756194512
"RNU6-840P",0.0189999993890524,-0.177000001072884,0.771000027656555,10,0,"Pseudogene","RNU6",-0.111859101775893,-0.503670229841039,0.01487554496409,-0.12320081732591,1.3687999040641
"RNU6-841P",0.00300000002607703,0.17399999499321,0.196999996900558,2,0,"Pseudogene","RNU6",0.247468475680678,0.0314808024769202,0.0311995924964522,0.278528995580943,0.313573601403327
"RNU6-842P",0.0130000002682209,0.146999999880791,-0.395000010728836,2,0,"Pseudogene","RNU6",0.916841760806414,0.317456461479284,0.0462854227915122,0.111482083356973,-0.578898481324575
"RNU6-843P",0.00499999988824129,0.306500002741814,0.0270000007003546,1,0,"Pseudogene","RNU6",0.300185658732045,0.194153945856888,0.0350031732849358,0.405487574028808,-0.0396540022560459
"RNU6-844P",0.21000000089407,-0.167499996721745,-0.080000001937151,11,0,"Pseudogene","RNU6",0.156081002050581,-0.383801902472198,0.0122586584127208,-1.00665005164919,-0.485758801775207
"RNU6-845P",0.00499999988824129,0.00600000005215406,0.425000011920929,0,0,"Pseudogene","RNU6",0.149897857671017,-0.190219295721357,0.0253729854920369,0.101761889947801,0.766033236849804
"RNU6-847P",0.149000003933907,0.218999996781349,-0.0609999988228083,2,0,"Pseudogene","RNU6",-0.0358961708750025,-0.0673918243388839,0.0181931197502037,-0.288085432678177,-0.546613859349393
"RNU6-848P",0.0020000000949949,-0.25,0.126000002026558,1,0,"Pseudogene","RNU6",0.763969185939931,-0.167858316393296,0.0352001736058413,-0.246834085778505,0.511841441184234
"RNU6-849P",0.00499999988824129,0.30799999833107,0.0299999993294477,0,0,"Pseudogene","RNU6",0.295254373666652,0.193216067828197,0.0349008923773216,0.407877354321834,-0.0362966933877455
"RNU6-84P",0.0145000000484288,0.263999998569489,0.200000002980232,0,0,"Pseudogene","RNU6",0.110513469494466,0.0595701790784687,0.0291151461334165,0.343415933959173,0.219081363875864
"RNU6-850P",0.0810000002384186,0.193000003695488,0.0199999995529652,76,0,"Pseudogene","RNU6",0.143650081182021,0.00925512113827056,0.0262974555631415,-0.0424279371906121,-0.197472022734778
"RNU6-851P",0.0209999997168779,0.294999986886978,0.0430000014603138,2,0,"Pseudogene","RNU6",0.23508202387035,0.150336678026064,0.0324437911919907,0.330287151611241,-0.0563111694234192
"RNU6-853P",0.063000001013279,0.30799999833107,0.00700000021606683,13,12.28,"Pseudogene","RNU6",0.109349939328147,0.103153571138918,0.0276665797489744,0.172571742639041,-0.246429362972469
"RNU6-854P",0.017000000923872,-0.160999998450279,-0.0040000001899898,2,0,"Pseudogene","RNU6",0.767565363396027,-0.0744240661177114,0.0363492717193783,-0.218506577191137,0.209566107042651
"RNU6-855P",0.0504999998956919,-0.10050000064075,0.351999998092651,2,0,"Pseudogene","RNU6",0.17567985914027,-0.292704551094669,0.0216862724523194,-0.221073709889917,0.594617346520162
"RNU6-856P",0.061999998986721,-0.0510000009089708,0.388000011444092,20,0,"Pseudogene","RNU6",0.0414587609808911,-0.301935783902233,0.0191299265766762,-0.202000067810716,0.578865445700404
"RNU6-857P",0.0135000003501773,0.284999996423721,0.000500000023748725,2,0,"Pseudogene","RNU6",0.321354350914021,0.181143811146097,0.0346844574572856,0.341118874421767,-0.0896571036334705
"RNU6-858P",0.00999999977648258,0.0719999969005585,0.17399999499321,5,0,"Pseudogene","RNU6",0.35195321744452,-0.0258042284377684,0.0313787606761234,0.122156421835292,0.330570117830932
"RNU6-859P",0.00100000004749745,-0.579999983310699,-0.773999989032745,4,0,"Pseudogene","RNU6",2.13470595849179,0.133575355079403,0.0616910392483096,-0.789691748287347,-0.590431466311214
"RNU6-85P",0.0920000001788139,0.30799999833107,0.0390000008046627,1,0,"Pseudogene","RNU6",-0.0328436044049809,0.0315713546615529,0.0227960284577921,0.063312450530193,-0.287553762258361
"RNU6-860P",0.0115000000223517,0.254999995231628,-0.00349999975878745,2,0,"Pseudogene","RNU6",0.363770073453615,0.169979984592268,0.0352033945351622,0.311775246141031,-0.0682322643904049
"RNU6-861P",0.0040000001899898,-0.00950000016018748,-0.113000001758337,2,0,"Pseudogene","RNU6",0.785795387044312,0.093303047615702,0.0404436308116861,0.000947445545478837,-0.0206660665650883
"RNU6-862P",0.00499999988824129,-0.216000005602837,0.407999992370605,2,0,"Pseudogene","RNU6",0.395214585995688,-0.305994369375861,0.0268719403900532,-0.172378139051741,0.898390717177924
"RNU6-863P",0.14300000667572,0.20100000500679,0.00499999988824129,5,0,"Pseudogene","RNU6",-0.0713999471391279,-0.101817555694303,0.0173110550669514,-0.275948752201438,-0.417208525762936
"RNU6-864P",0.0120000001043081,0.282999992370605,0.00549999997019768,2,0,"Pseudogene","RNU6",0.323138052660663,0.180024971928255,0.0347602473495254,0.345435481629901,-0.076231086774529
"RNU6-865P",0.0160000007599592,-0.254999995231628,-0.0520000010728836,2,0,"Pseudogene","RNU6",0.921876642233744,-0.0997792873303524,0.0382349505813781,-0.337039755890663,0.207880118803565
"RNU6-866P",0.281499996781349,0.206000000238419,-0.00549999997019768,3,0,"Pseudogene","RNU6",-0.570234073917423,-0.343536027195203,-0.00134298481431747,-0.822041122245083,-0.857860461731971
"RNU6-867P",0.068000003695488,0.158000007271767,0.0900000035762787,0,0,"Pseudogene","RNU6",0.149035556719672,-0.0374455077479874,0.0253297280939599,-0.0163526685298777,-0.0321923330521413
"RNU6-869P",0.0040000001899898,0.305000007152557,0.00600000005215406,2,0,"Pseudogene","RNU6",0.329396951067027,0.206602953306568,0.0357383418313832,0.404206852732537,-0.0667624128022097
"RNU6-86P",0.146999999880791,0.118000000715256,0.12899999320507,0,0,"Pseudogene","RNU6",-0.143487480880089,-0.223574398408083,0.0136571274929105,-0.373129739035629,-0.186105042695813
"RNU6-871P",0.00300000002607703,-0.000500000081956385,-0.0365000013262033,3,0,"Pseudogene","RNU6",0.692588831682048,0.0590975830013803,0.0384421386328521,0.0280269758852935,0.089904624724069
"RNU6-873P",0.185000002384186,0.284000009298325,0.0130000002682209,4,0,"Pseudogene","RNU6",-0.31839036265982,-0.13523360270128,0.0109720243164496,-0.340168702307813,-0.592042143542057
"RNU6-874P",0.0089999996125698,0.30799999833107,0.0469999983906746,2,0,"Pseudogene","RNU6",0.261097385426797,0.177164880703061,0.0339117972657054,0.394522731630179,-0.023074441587715
"RNU6-875P",0.0425000004470348,0.293000012636185,0.0209999997168779,10,0,"Pseudogene","RNU6",0.183539938206647,0.123615802227997,0.0302283866817261,0.238221182622757,-0.152704319231561
"RNU6-876P",0.215999998152256,0.214000001549721,0.462000012397766,3,7.04,"Pseudogene","RNU6",-0.874894608956191,-0.472960464986062,-0.00540681318000062,-0.47737008967663,0.0316352099085249
"RNU6-877P",0.017000000923872,0.187000006437302,0.458999991416931,4,0,"Pseudogene","RNU6",-0.117205918576608,-0.127398813669918,0.0220300298112421,0.280322349252489,0.651834081974273
"RNU6-878P",0.0490000005811453,0.293000012636185,0.00500000012107193,8,0,"Pseudogene","RNU6",0.178201672425498,0.120184540291706,0.0297573888274996,0.209986191739081,-0.196384283636
"RNU6-879P",0.259499996900558,0.232999995350838,0.104000002145767,2,0,"Pseudogene","RNU6",-0.642809789336451,-0.347826850738682,-0.00149657865317519,-0.684054362953216,-0.647139248233973
"RNU6-87P",0.0364999994635582,0.26800000667572,-0.547500014305115,7,0,"Pseudogene","RNU6",0.882483535472116,0.426413310639403,0.0468016382842082,0.141215637168253,-0.963066254954675
"RNU6-880P",0.0199999995529652,0.146999999880791,-0.0189999993890524,6,0,"Pseudogene","RNU6",0.460253887303,0.102724861957501,0.0350109616592708,0.143222392209123,-0.040333108936652
"RNU6-881P",0.0260000005364418,-0.125500001013279,0.0480000004172325,1,0,"Pseudogene","RNU6",0.63901264906595,-0.0988372191928314,0.033513800507525,-0.20255037448516,0.234345881902536
"RNU6-882P",0.358999997377396,0.30799999833107,0.814000010490417,28,0,"Pseudogene","RNU6",-1.89703909148962,-0.863571991086969,-0.0346617182930762,-0.876994303275714,0.0548891124253504
"RNU6-883P",0.0379999987781048,0.0219999998807907,0.200000002980232,15,0,"Pseudogene","RNU6",0.270441371011093,-0.116890890092907,0.0271953817290477,-0.0469206402337351,0.320007889186614
"RNU6-884P",0.00999999977648258,0.168999999761581,0.0920000001788139,4,0,"Pseudogene","RNU6",0.347252332496106,0.0729877603884842,0.0331887150901804,0.227704288527638,0.139616303946559
"RNU6-885P",0.0260000005364418,-0.028999999165535,-0.207000002264977,17,0,"Pseudogene","RNU6",0.832514347991943,0.0957983135934476,0.0403142849214135,-0.12651202443288,-0.213028199265977
"RNU6-886P",0.0230000000447035,0.197999998927116,0.458000004291534,4,0,"Pseudogene","RNU6",-0.149167103081815,-0.131476853326085,0.0211892559875978,0.269748072716891,0.624282789323659
"RNU6-887P",0.519000023603439,0.200000002980232,0.43299999833107,0,0,"Pseudogene","RNU6",-1.9339672594158,-1.01237161319911,-0.0458504121630079,-1.70361221862634,-0.923604378545759
"RNU6-888P",0.105999998748302,0.214000001549721,0.453999996185303,5,0,"Pseudogene","RNU6",-0.464039195891196,-0.269865599634994,0.00991626239769227,-0.0414318147401256,0.354487991652302
"RNU6-889P",0.0040000001899898,0.284000009298325,-0.00800000037997961,0,0,"Pseudogene","RNU6",0.366875759620568,0.20196944556587,0.036194002701806,0.376473898874262,-0.0727832865513584
"RNU6-88P",0.0109999999403954,0.30799999833107,0.514500007033348,13,0,"Pseudogene","RNU6",-0.282317490691128,-0.0767246787543784,0.0208850756937597,0.460164401958283,0.667209360485921
"RNU6-890P",0.18299999833107,-0.103000000119209,0.754999995231628,12,0,"Pseudogene","RNU6",-0.76786881363213,-0.748824435859084,-0.00736698964330967,-0.687560514749522,0.793575457659611
"RNU6-891P",0.0140000004321337,0.284000009298325,-0.368999987840652,2,0,"Pseudogene","RNU6",0.743986467216987,0.378940945855475,0.0448119449599696,0.27905525036523,-0.640481557336628
"RNU6-892P",0.00300000002607703,0.30799999833107,0.017000000923872,30,0,"Pseudogene","RNU6",0.316466287981495,0.208829861455108,0.0359148136559622,0.411388463618717,-0.0482548264831729
"RNU6-893P",0.0115000000223517,0.202999994158745,0.46000000834465,4,0,"Pseudogene","RNU6",-0.114545345919037,-0.108986605882992,0.022680410026107,0.321901384456502,0.658699615051904
"RNU6-894P",0.00800000037997961,0.284999996423721,0.129999995231628,1,0,"Pseudogene","RNU6",0.193070284895989,0.121063331557409,0.0318503318679896,0.38369300462543,0.119798090879307
"RNU6-895P",0.0040000001899898,0.307000011205673,0.0439999997615814,2,0,"Pseudogene","RNU6",0.283814448040183,0.187238974490243,0.0346812137703693,0.412703377133347,-0.0116177531516777
"RNU6-896P",0.025000000372529,0.30799999833107,0.0350000001490116,0,0,"Pseudogene","RNU6",0.216478223217407,0.154437442585388,0.0320343930186744,0.329152046911542,-0.0897040190027407
"RNU6-897P",0.0199999995529652,-0.162000000476837,0.090999998152256,2,0,"Pseudogene","RNU6",0.648757622387048,-0.13163218444614,0.03332431341519,-0.2165252672889,0.342559063028842
"RNU6-898P",0.0260000005364418,0.194999992847443,0.0810000002384186,7,0,"Pseudogene","RNU6",0.27486523890603,0.0652254743201381,0.0312298282814212,0.193868659778828,0.0562384537044825
"RNU6-899P",0.00700000021606683,0.30799999833107,0.00700000021606683,2,0,"Pseudogene","RNU6",0.314241325341192,0.202344251353099,0.0352878963615489,0.396103733991413,-0.0765307689527029
"RNU6-89P",0.00700000021606683,0.30799999833107,0.816999971866608,1,0,"Pseudogene","RNU6",-0.613971875173306,-0.234638013088151,0.0129345409141579,0.525198848526759,1.12913747493783
"RNU6-9",1,2.90599989891052,1.40900003910065,24,1.75,"Functional","RNU6",-7.56355093578515,-0.875477606009777,-0.150348438784948,-0.155936268035124,-2.85390772777987
"RNU6-900P",0.787499994039536,0.146999999880791,0.200000002980232,7,0,"Pseudogene","RNU6",-2.59389857056208,-1.39986626019968,-0.0757263313285029,-2.87361975615261,-2.04941914351642
"RNU6-901P",0.0245000002905726,0.284000009298325,0.62049999833107,1,0,"Pseudogene","RNU6",-0.428279974303271,-0.173785031310597,0.016075288528378,0.394992080491153,0.800432169768461
"RNU6-902P",0.00300000002607703,0.0900000035762787,0.00600000005215406,5,0,"Pseudogene","RNU6",0.551728234329805,0.0875808800815117,0.0368859234568724,0.145225338524611,0.0890176594295273
"RNU6-903P",0.00499999988824129,-0.096000000834465,0.0230000000447035,5,0,"Pseudogene","RNU6",0.714210327797157,-0.0301559027502959,0.0369858596226841,-0.0873029177591302,0.240260346220763
"RNU6-904P",0.0020000000949949,-0.0670000016689301,-0.175999999046326,1,0,"Pseudogene","RNU6",0.923840355395964,0.0982717660079606,0.0427015370170501,-0.0713184301966236,-0.0675888020823737
"RNU6-905P",0.025000000372529,0.0299999993294477,0.814999997615814,2,0,"Pseudogene","RNU6",-0.394569503248202,-0.422743901080182,0.0118047011873001,0.113527965347121,1.2687631751455
"RNU6-906P",0.135499998927116,0.293000012636185,0.00600000005215406,0,0,"Pseudogene","RNU6",-0.138605130991601,-0.0377423672565,0.0178266353398711,-0.133153765655651,-0.458420703747117
"RNU6-907P",0.269000008702278,0.30799999833107,0.0489999987185001,4,0,"Pseudogene","RNU6",-0.690861670685504,-0.292649689607548,-0.00158959121114107,-0.639098892155593,-0.811060102587959
